0:0:0:0:0:0:0:1 - - [18/Feb/2025:17:16:08 +0700] "GET /ChronoLuxWeb HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:39 +0700] "GET /ChronoLuxWeb/admin/product/search?keyword=gran HTTP/1.1" 200 27704
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:39 +0700] "GET /ChronoLuxWeb/css/sb-admin-2.min.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:39 +0700] "GET /ChronoLuxWeb/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:39 +0700] "GET /ChronoLuxWeb/vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:39 +0700] "GET /ChronoLuxWeb/template/admin/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59348
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:39 +0700] "GET /ChronoLuxWeb/template/admin/css/sb-admin-2.min.css HTTP/1.1" 200 170680
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:39 +0700] "GET /ChronoLuxWeb/template/web/img/products/na2.png HTTP/1.1" 200 127583
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:39 +0700] "GET /ChronoLuxWeb/template/admin/css/styles.css HTTP/1.1" 200 949
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:39 +0700] "GET /ChronoLuxWeb/template/web/img/user-logos/admin.png HTTP/1.1" 200 45963
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:39 +0700] "GET /ChronoLuxWeb/template/admin/js/script.js HTTP/1.1" 200 294
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:40 +0700] "GET /ChronoLuxWeb/template/web/img/products/hp4.png HTTP/1.1" 200 102834
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:40 +0700] "GET /ChronoLuxWeb/template/web/img/products/daydate3.png HTTP/1.1" 200 132090
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:40 +0700] "GET /ChronoLuxWeb/template/admin/js/sb-admin-2.min.js HTTP/1.1" 200 1271
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:40 +0700] "GET /ChronoLuxWeb/template/admin/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 84384
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:40 +0700] "GET /ChronoLuxWeb/template/admin/vendor/chart.js/Chart.min.js HTTP/1.1" 200 173084
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:40 +0700] "GET /ChronoLuxWeb/template/admin/vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:40 +0700] "GET /ChronoLuxWeb/template/admin/js/demo/chart-area-demo.js HTTP/1.1" 200 4546
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:40 +0700] "GET /ChronoLuxWeb/template/admin/vendor/jquery/jquery.min.js HTTP/1.1" 200 89503
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:40 +0700] "GET /ChronoLuxWeb/template/admin/js/demo/chart-pie-demo.js HTTP/1.1" 200 1595
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:40 +0700] "GET /ChronoLuxWeb/template/admin/vendor/datatables/jquery.dataTables.min.js HTTP/1.1" 200 83770
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:40 +0700] "GET /ChronoLuxWeb/template/admin/vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2106
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:40 +0700] "GET /ChronoLuxWeb/template/admin/js/demo/datatables-demo.js HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:40 +0700] "GET /ChronoLuxWeb/admin/total-quantity HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:40 +0700] "GET /ChronoLuxWeb/admin/product-line/getProductLines?brandId=2 HTTP/1.1" 200 1091
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/admin/product/search?keyword=gran HTTP/1.1" 200 27704
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/admin/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59348
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/css/sb-admin-2.min.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/admin/css/styles.css HTTP/1.1" 200 949
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/admin/css/sb-admin-2.min.css HTTP/1.1" 200 170680
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/admin/js/script.js HTTP/1.1" 200 294
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/web/img/user-logos/admin.png HTTP/1.1" 200 45963
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/web/img/products/na2.png HTTP/1.1" 200 127583
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/web/img/products/daydate3.png HTTP/1.1" 200 132090
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/web/img/products/hp4.png HTTP/1.1" 200 102834
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/admin/vendor/jquery/jquery.min.js HTTP/1.1" 200 89503
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/admin/js/sb-admin-2.min.js HTTP/1.1" 200 1271
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/admin/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 84384
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/admin/vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/admin/vendor/chart.js/Chart.min.js HTTP/1.1" 200 173084
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/admin/js/demo/chart-area-demo.js HTTP/1.1" 200 4546
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/admin/js/demo/chart-pie-demo.js HTTP/1.1" 200 1595
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/admin/vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2106
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/admin/vendor/datatables/jquery.dataTables.min.js HTTP/1.1" 200 83770
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/template/admin/js/demo/datatables-demo.js HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/admin/total-quantity HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:00:44 +0700] "GET /ChronoLuxWeb/admin/product-line/getProductLines?brandId=2 HTTP/1.1" 200 1091
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/admin/products?brandId=2&productLineId=2&page=1&limit=6 HTTP/1.1" 200 37266
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/css/sb-admin-2.min.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/admin/js/script.js HTTP/1.1" 200 294
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/admin/css/sb-admin-2.min.css HTTP/1.1" 200 170680
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/admin/css/styles.css HTTP/1.1" 200 949
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/admin/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59348
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/web/img/user-logos/admin.png HTTP/1.1" 200 45963
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/web/img/products/na2.png HTTP/1.1" 200 127583
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/web/img/products/hp4.png HTTP/1.1" 200 102834
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/admin/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 84384
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/admin/vendor/jquery/jquery.min.js HTTP/1.1" 200 89503
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/web/img/products/comp1.png HTTP/1.1" 200 150487
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/web/img/products/comp2.png HTTP/1.1" 200 189219
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/admin/vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/admin/js/sb-admin-2.min.js HTTP/1.1" 200 1271
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/admin/vendor/chart.js/Chart.min.js HTTP/1.1" 200 173084
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/admin/js/demo/chart-area-demo.js HTTP/1.1" 200 4546
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/admin/vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2106
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/admin/js/demo/chart-pie-demo.js HTTP/1.1" 200 1595
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/admin/vendor/datatables/jquery.dataTables.min.js HTTP/1.1" 200 83770
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/web/img/products/comp3.png HTTP/1.1" 200 116644
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/web/img/products/comp4.png HTTP/1.1" 200 124883
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/template/admin/js/demo/datatables-demo.js HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/admin/total-quantity HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [18/Feb/2025:19:14:32 +0700] "GET /ChronoLuxWeb/admin/product-line/getProductLines?brandId=2 HTTP/1.1" 200 1091
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:04 +0700] "GET /ChronoLuxWeb HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:05 +0700] "GET /ChronoLuxWeb/ HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/home HTTP/1.1" 200 37875
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/Logo.svg HTTP/1.1" 200 12932
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/posts/Banner-1.webp HTTP/1.1" 200 240282
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/posts/Holiday_Banner.webp HTTP/1.1" 200 375880
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/lib/owlcarousel/assets/owl.carousel.min.css HTTP/1.1" 200 2941
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/posts/Banner-2.jpg HTTP/1.1" 200 166927
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/css/style.css HTTP/1.1" 200 184023
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/lib/easing/easing.min.js HTTP/1.1" 200 2303
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/css/chat.css HTTP/1.1" 200 3101
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/lib/owlcarousel/owl.carousel.min.js HTTP/1.1" 200 42772
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/brands/Rolex.png HTTP/1.1" 200 4531
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/js/main.js HTTP/1.1" 200 2628
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/mail/jqBootstrapValidation.min.js HTTP/1.1" 200 14877
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/brands/Patek.png HTTP/1.1" 200 7845
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/brands/Jaeger.png HTTP/1.1" 200 5867
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/mail/contact.js HTTP/1.1" 200 2663
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/brands/Omega.png HTTP/1.1" 200 3088
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/products/Rectangle%2013.png HTTP/1.1" 200 110283
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/brands/Cartier.png HTTP/1.1" 200 24336
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/brands/Hublot.png HTTP/1.1" 200 3196
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/products/naug3.png HTTP/1.1" 200 82932
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/brands/Audemars_Piguet_logo-01.png HTTP/1.1" 200 59795
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/products/naug2.png HTTP/1.1" 200 121515
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/brands/tagheuer.jpg HTTP/1.1" 200 32393
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/products/aqua4.png HTTP/1.1" 200 118096
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/products/aqua2.png HTTP/1.1" 200 97035
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/products/aqua1.png HTTP/1.1" 200 180213
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/img/payments.png HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/products/naug1.png HTTP/1.1" 200 146315
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:07 +0700] "GET /ChronoLuxWeb/template/web/img/products/aqua3.png HTTP/1.1" 200 156678
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:08 +0700] "GET /ChronoLuxWeb/template/web/img/ChronoLuxIcon.svg HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:08 +0700] "GET /ChronoLuxWeb/coporation HTTP/1.1" 200 539
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:08 +0700] "GET /ChronoLuxWeb/template/web/img/corporation/Logo.svg HTTP/1.1" 200 12932
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:08 +0700] "GET /ChronoLuxWeb/cart/total HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:11 +0700] "GET / HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:12 +0700] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:16 +0700] "GET /ChronoLuxWeb/home HTTP/1.1" 200 37875
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/Logo.svg HTTP/1.1" 200 12932
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/posts/Banner-1.webp HTTP/1.1" 200 240282
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/lib/owlcarousel/assets/owl.carousel.min.css HTTP/1.1" 200 2941
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/css/style.css HTTP/1.1" 200 184023
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/posts/Banner-2.jpg HTTP/1.1" 200 166927
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/posts/Holiday_Banner.webp HTTP/1.1" 200 375880
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/brands/Rolex.png HTTP/1.1" 200 4531
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/css/chat.css HTTP/1.1" 200 3101
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/lib/easing/easing.min.js HTTP/1.1" 200 2303
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/lib/owlcarousel/owl.carousel.min.js HTTP/1.1" 200 42772
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/js/main.js HTTP/1.1" 200 2628
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/mail/jqBootstrapValidation.min.js HTTP/1.1" 200 14877
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/brands/Jaeger.png HTTP/1.1" 200 5867
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/mail/contact.js HTTP/1.1" 200 2663
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/brands/Cartier.png HTTP/1.1" 200 24336
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/brands/Omega.png HTTP/1.1" 200 3088
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/brands/Patek.png HTTP/1.1" 200 7845
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/brands/Audemars_Piguet_logo-01.png HTTP/1.1" 200 59795
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/brands/Hublot.png HTTP/1.1" 200 3196
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/products/Rectangle%2013.png HTTP/1.1" 200 110283
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/products/naug3.png HTTP/1.1" 200 82932
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/brands/tagheuer.jpg HTTP/1.1" 200 32393
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/products/naug2.png HTTP/1.1" 200 121515
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/products/naug1.png HTTP/1.1" 200 146315
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/products/aqua4.png HTTP/1.1" 200 118096
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/products/aqua1.png HTTP/1.1" 200 180213
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/img/payments.png HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/products/aqua2.png HTTP/1.1" 200 97035
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/products/aqua3.png HTTP/1.1" 200 156678
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/coporation HTTP/1.1" 200 539
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:17 +0700] "GET /ChronoLuxWeb/template/web/img/corporation/Logo.svg HTTP/1.1" 200 12932
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:12:18 +0700] "GET /ChronoLuxWeb/cart/total HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:04 +0700] "GET /ChronoLuxWeb/cart/add?productId=59&quantity=1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:05 +0700] "GET /ChronoLuxWeb/cart HTTP/1.1" 200 23198
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:06 +0700] "GET /ChronoLuxWeb/template/web/lib/owlcarousel/assets/owl.carousel.min.css HTTP/1.1" 200 2941
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:06 +0700] "GET /ChronoLuxWeb/template/web/img/Logo.svg HTTP/1.1" 200 12932
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:06 +0700] "GET /ChronoLuxWeb/template/web/css/style.css HTTP/1.1" 200 184023
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:06 +0700] "GET /ChronoLuxWeb/template/web/img/products/naug3.png HTTP/1.1" 200 82932
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:06 +0700] "GET /ChronoLuxWeb/template/web/css/chat.css HTTP/1.1" 200 3101
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:06 +0700] "GET /ChronoLuxWeb/img/payments.png HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:06 +0700] "GET /ChronoLuxWeb/template/web/lib/owlcarousel/owl.carousel.min.js HTTP/1.1" 200 42772
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:06 +0700] "GET /ChronoLuxWeb/template/web/lib/easing/easing.min.js HTTP/1.1" 200 2303
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:06 +0700] "GET /ChronoLuxWeb/template/web/js/main.js HTTP/1.1" 200 2628
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:06 +0700] "GET /ChronoLuxWeb/template/web/mail/jqBootstrapValidation.min.js HTTP/1.1" 200 14877
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:06 +0700] "GET /ChronoLuxWeb/template/web/mail/contact.js HTTP/1.1" 200 2663
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:06 +0700] "GET /ChronoLuxWeb/coporation HTTP/1.1" 200 539
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:06 +0700] "GET /ChronoLuxWeb/template/web/img/corporation/Logo.svg HTTP/1.1" 200 12932
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:07 +0700] "GET /ChronoLuxWeb/cart/total HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:24 +0700] "GET /ChronoLuxWeb/cart/del?productId=59 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:24 +0700] "GET /ChronoLuxWeb/cart HTTP/1.1" 200 14604
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:24 +0700] "GET /ChronoLuxWeb/img/payments.png HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:24 +0700] "GET /ChronoLuxWeb/template/web/css/chat.css HTTP/1.1" 200 3101
0:0:0:0:0:0:0:1 - - [18/Feb/2025:20:13:24 +0700] "GET /ChronoLuxWeb/template/web/lib/owlcarousel/assets/owl.carousel.min.css HTTP/1.1" 200 2941
